# Cleaned spectrum data (original units)
# Format: Wavelength(nm) Flux(Wm^-2nm^-1)
# Created with Python spectrum processing script
# Object: DR4_3_SPLUS-s27s07_0011404
# Processing_date: 2025-08-12
# Original_file: s27s07_new_apOIII.txt
# Note: Original units
# Wavelength_units: nm
# 
# Wavelength    Flux
# ---------    ----
433.3310    2.174959e-18
433.4319    2.160521e-18
433.5329    2.230619e-18
433.6338    2.153784e-18
433.7348    2.172312e-18
433.8357    2.215935e-18
433.9367    2.128734e-18
434.0376    2.156777e-18
434.1386    2.188038e-18
434.2395    2.132086e-18
434.3405    2.117705e-18
434.4414    2.138173e-18
434.5423    2.032518e-18
434.6433    1.969127e-18
434.7442    2.061254e-18
434.8452    2.123625e-18
434.9461    2.100337e-18
435.0471    2.092859e-18
435.1480    2.110018e-18
435.2490    2.058395e-18
435.3499    2.089477e-18
435.4509    2.080223e-18
435.5518    2.004837e-18
435.6527    2.046293e-18
435.7537    2.016215e-18
435.8546    2.019686e-18
435.9556    2.045001e-18
436.0565    2.048285e-18
436.1575    2.086452e-18
436.2584    2.063760e-18
436.3594    2.101004e-18
436.4603    2.025203e-18
436.5613    1.935602e-18
436.6622    2.023882e-18
436.7631    2.018731e-18
436.8641    2.013012e-18
436.9650    2.052561e-18
437.0660    2.025542e-18
437.1669    2.108503e-18
437.2679    2.077423e-18
437.3688    1.998408e-18
437.4698    2.013626e-18
437.5707    1.948582e-18
437.6717    2.017934e-18
437.7726    2.062163e-18
437.8735    1.962615e-18
437.9745    1.908488e-18
438.0754    1.915790e-18
438.1764    1.989791e-18
438.2773    1.953630e-18
438.3783    1.956612e-18
438.4792    1.949166e-18
438.5802    1.892997e-18
438.6811    1.874280e-18
438.7821    1.902876e-18
438.8830    1.891735e-18
438.9839    1.890625e-18
439.0849    1.894982e-18
439.1858    1.853202e-18
439.2868    1.875109e-18
439.3877    2.184375e-18
439.4887    2.523858e-18
439.5896    2.714786e-18
439.6906    2.848000e-18
439.7915    3.040815e-18
439.8925    3.282163e-18
439.9934    3.346946e-18
440.0943    3.061575e-18
440.1953    2.772310e-18
440.2962    2.547616e-18
440.3972    2.226714e-18
440.4981    1.869679e-18
440.5991    1.680411e-18
440.7000    1.656759e-18
440.8010    1.697686e-18
440.9019    1.778822e-18
441.0029    1.837816e-18
441.1038    1.815744e-18
441.2047    1.830817e-18
441.3057    1.904291e-18
441.4066    1.901384e-18
441.5076    1.906201e-18
441.6085    2.052441e-18
441.7095    2.084042e-18
441.8104    2.128622e-18
441.9114    2.151218e-18
442.0123    2.154280e-18
442.1133    2.294039e-18
442.2142    2.274653e-18
442.3151    2.223107e-18
442.4161    2.223206e-18
442.5170    2.214778e-18
442.6180    2.162491e-18
442.7189    2.044455e-18
442.8199    2.012705e-18
442.9208    1.948813e-18
443.0218    1.902935e-18
443.1227    1.838461e-18
443.2237    1.857104e-18
443.3246    1.965261e-18
443.4255    1.960396e-18
443.5265    1.905714e-18
443.6274    1.962493e-18
443.7284    1.989068e-18
443.8293    1.939499e-18
443.9303    1.953068e-18
444.0312    1.940336e-18
444.1322    1.953556e-18
444.2331    1.928027e-18
444.3341    1.888654e-18
444.4350    1.870642e-18
444.5359    1.782051e-18
444.6369    1.800471e-18
444.7378    1.920382e-18
444.8388    1.907745e-18
444.9397    1.873529e-18
445.0407    1.812064e-18
445.1416    1.839542e-18
445.2426    1.904162e-18
445.3435    1.892074e-18
445.4445    1.906406e-18
445.5454    1.887238e-18
445.6463    1.889199e-18
445.7473    1.922220e-18
445.8482    1.972580e-18
445.9492    1.961662e-18
446.0501    1.957789e-18
446.1511    1.992452e-18
446.2520    1.989207e-18
446.3530    1.901193e-18
446.4539    1.950506e-18
446.5549    2.027518e-18
446.6558    1.942888e-18
446.7567    1.935944e-18
446.8577    1.989939e-18
446.9586    1.944381e-18
447.0596    1.958806e-18
447.1605    1.985859e-18
447.2615    1.912063e-18
447.3624    1.846057e-18
447.4634    1.845274e-18
447.5643    1.856854e-18
447.6653    1.877630e-18
447.7662    1.919754e-18
447.8671    1.924589e-18
447.9681    1.914817e-18
448.0690    1.885798e-18
448.1700    1.870382e-18
448.2709    1.905999e-18
448.3719    1.938687e-18
448.4728    1.919134e-18
448.5738    1.890117e-18
448.6747    1.958346e-18
448.7757    1.904402e-18
448.8766    1.904272e-18
448.9775    1.958535e-18
449.0785    1.880927e-18
449.1794    1.939329e-18
449.2804    1.982541e-18
449.3813    1.918806e-18
449.4823    1.881868e-18
449.5832    2.004197e-18
449.6842    1.990825e-18
449.7851    1.898292e-18
449.8861    1.957774e-18
449.9870    1.914807e-18
450.0879    1.913157e-18
450.1889    1.873118e-18
450.2898    1.906748e-18
450.3908    1.936630e-18
450.4917    1.870954e-18
450.5927    1.852474e-18
450.6936    1.845271e-18
450.7946    1.851755e-18
450.8955    1.884511e-18
450.9965    1.891844e-18
451.0974    1.845536e-18
451.1983    1.873361e-18
451.2993    1.819391e-18
451.4002    1.839991e-18
451.5012    1.848715e-18
451.6021    1.832811e-18
451.7031    1.844588e-18
451.8040    1.879350e-18
451.9050    1.855567e-18
452.0059    1.845264e-18
452.1069    1.844900e-18
452.2078    1.873211e-18
452.3087    1.846640e-18
452.4097    1.832461e-18
452.5106    1.805266e-18
452.6116    1.821947e-18
452.7125    1.879831e-18
452.8135    1.940022e-18
452.9144    1.899336e-18
453.0154    1.960990e-18
453.1163    1.919255e-18
453.2173    1.865834e-18
453.3182    1.888591e-18
453.4191    1.855003e-18
453.5201    1.861509e-18
453.6210    1.940108e-18
453.7220    1.858474e-18
453.8229    1.784186e-18
453.9239    1.715836e-18
454.0248    1.779484e-18
454.1258    2.039555e-18
454.2267    1.860498e-18
454.3277    1.817096e-18
454.4286    1.858127e-18
454.5295    1.874217e-18
454.6305    1.839993e-18
454.7314    1.848657e-18
454.8324    1.827364e-18
454.9333    1.816965e-18
455.0343    1.800163e-18
455.1352    1.771085e-18
455.2362    1.780531e-18
455.3371    1.835038e-18
455.4381    1.836655e-18
455.5390    1.851273e-18
455.6399    1.805979e-18
455.7409    1.760294e-18
455.8418    1.866027e-18
455.9428    1.839731e-18
456.0437    1.818754e-18
456.1447    1.907327e-18
456.2456    1.939044e-18
456.3466    1.879000e-18
456.4475    1.763032e-18
456.5485    1.736655e-18
456.6494    1.863280e-18
456.7503    1.844332e-18
456.8513    1.854358e-18
456.9522    1.877602e-18
457.0532    1.826357e-18
457.1541    1.828816e-18
457.2551    1.931988e-18
457.3560    1.904192e-18
457.4570    1.845695e-18
457.5579    1.816486e-18
457.6589    1.853159e-18
457.7598    1.879097e-18
457.8607    1.853970e-18
457.9617    1.817451e-18
458.0626    1.798335e-18
458.1636    1.794431e-18
458.2645    1.870745e-18
458.3655    1.843078e-18
458.4664    1.760033e-18
458.5674    2.101869e-18
458.6683    1.751210e-18
458.7693    1.822866e-18
458.8702    1.725292e-18
458.9712    1.714827e-18
459.0721    1.751727e-18
459.1730    1.805749e-18
459.2740    1.792857e-18
459.3749    1.746742e-18
459.4759    1.798908e-18
459.5768    1.817659e-18
459.6778    1.775870e-18
459.7787    1.904581e-18
459.8797    1.810327e-18
459.9806    1.782213e-18
460.0816    1.797196e-18
460.1825    1.831137e-18
460.2834    1.788181e-18
460.3844    1.778332e-18
460.4853    1.810933e-18
460.5863    1.821372e-18
460.6872    1.796968e-18
460.7882    1.778041e-18
460.8891    1.740906e-18
460.9901    1.748141e-18
461.0910    1.795958e-18
461.1920    1.740149e-18
461.2929    1.758674e-18
461.3938    1.722182e-18
461.4948    1.671421e-18
461.5957    1.732257e-18
461.6967    1.733789e-18
461.7976    1.732374e-18
461.8986    1.757207e-18
461.9995    1.900252e-18
462.1005    1.851310e-18
462.2014    1.794432e-18
462.3024    1.765780e-18
462.4033    1.762048e-18
462.5042    1.810106e-18
462.6052    1.880639e-18
462.7061    1.870527e-18
462.8071    1.817550e-18
462.9080    1.830368e-18
463.0090    1.801416e-18
463.1099    1.768144e-18
463.2109    1.730522e-18
463.3118    1.768249e-18
463.4128    1.935031e-18
463.5137    1.783354e-18
463.6146    1.757625e-18
463.7156    1.721363e-18
463.8165    1.746217e-18
463.9175    1.730127e-18
464.0184    1.755138e-18
464.1194    1.790305e-18
464.2203    1.783314e-18
464.3213    1.726083e-18
464.4222    1.686833e-18
464.5232    1.712127e-18
464.6241    1.768422e-18
464.7250    1.769315e-18
464.8260    1.727837e-18
464.9269    1.752870e-18
465.0279    1.670901e-18
465.1288    1.726572e-18
465.2298    1.821996e-18
465.3307    1.755648e-18
465.4317    1.740969e-18
465.5326    1.843421e-18
465.6336    1.813714e-18
465.7345    1.733833e-18
465.8354    1.748804e-18
465.9364    1.743735e-18
466.0373    1.798015e-18
466.1383    1.784723e-18
466.2392    1.799349e-18
466.3402    1.796706e-18
466.4411    1.725887e-18
466.5421    1.699402e-18
466.6430    1.758064e-18
466.7440    1.826683e-18
466.8449    1.834639e-18
466.9458    1.782417e-18
467.0468    1.727038e-18
467.1477    1.749208e-18
467.2487    1.783590e-18
467.3496    1.831008e-18
467.4506    1.834832e-18
467.5515    1.769797e-18
467.6525    1.703935e-18
467.7534    1.718418e-18
467.8544    1.776030e-18
467.9553    1.763599e-18
468.0562    1.768962e-18
468.1572    1.790983e-18
468.2581    1.793868e-18
468.3591    1.712679e-18
468.4600    1.674740e-18
468.5610    1.788179e-18
468.6619    1.761577e-18
468.7629    1.731433e-18
468.8638    1.752181e-18
468.9648    1.757929e-18
469.0657    1.743842e-18
469.1666    1.716288e-18
469.2676    1.734789e-18
469.3685    1.783545e-18
469.4695    1.726007e-18
469.5704    1.700839e-18
469.6714    1.706521e-18
469.7723    1.730328e-18
469.8733    1.792742e-18
469.9742    1.838001e-18
470.0752    1.838177e-18
470.1761    1.732857e-18
470.2770    1.722075e-18
470.3780    1.742231e-18
470.4789    1.691562e-18
470.5799    1.682898e-18
470.6808    1.712441e-18
470.7818    1.697964e-18
470.8827    1.705970e-18
470.9837    1.733582e-18
471.0846    1.732283e-18
471.1856    1.716220e-18
471.2865    1.736295e-18
471.3874    1.715009e-18
471.4884    1.692279e-18
471.5893    1.731617e-18
471.6903    1.691395e-18
471.7912    1.680505e-18
471.8922    1.740566e-18
471.9931    1.732425e-18
472.0941    1.765114e-18
472.1950    1.814950e-18
472.2960    1.767299e-18
472.3969    1.766202e-18
472.4978    1.803110e-18
472.5988    1.806556e-18
472.6997    1.786070e-18
472.8007    1.755302e-18
472.9016    1.718262e-18
473.0026    1.708323e-18
473.1035    1.692478e-18
473.2045    1.713092e-18
473.3054    1.682318e-18
473.4064    1.665094e-18
473.5073    1.698528e-18
473.6082    1.712967e-18
473.7092    1.753936e-18
473.8101    1.699941e-18
473.9111    1.687003e-18
474.0120    1.717019e-18
474.1130    1.712461e-18
474.2139    1.703304e-18
474.3149    1.669686e-18
474.4158    1.682190e-18
474.5168    1.700174e-18
474.6177    1.719908e-18
474.7186    1.739088e-18
474.8196    1.695994e-18
474.9205    1.719242e-18
475.0215    1.728900e-18
475.1224    1.689731e-18
475.2234    1.673605e-18
475.3243    1.693396e-18
475.4253    1.744863e-18
475.5262    1.738192e-18
475.6272    1.720504e-18
475.7281    1.711252e-18
475.8290    1.658290e-18
475.9300    1.658333e-18
476.0309    1.677346e-18
476.1319    1.673830e-18
476.2328    1.700022e-18
476.3338    1.684877e-18
476.4347    1.657034e-18
476.5357    1.712945e-18
476.6366    1.667844e-18
476.7376    1.632030e-18
476.8385    1.670871e-18
476.9394    1.646716e-18
477.0404    1.618697e-18
477.1413    1.705430e-18
477.2423    1.723798e-18
477.3432    1.713005e-18
477.4442    1.685258e-18
477.5451    1.595055e-18
477.6461    1.605384e-18
477.7470    1.637023e-18
477.8480    1.616442e-18
477.9489    1.650811e-18
478.0498    1.661278e-18
478.1508    1.643282e-18
478.2517    1.674398e-18
478.3527    1.701350e-18
478.4536    1.700232e-18
478.5546    1.681275e-18
478.6555    1.651563e-18
478.7565    1.711657e-18
478.8574    1.727021e-18
478.9584    1.710009e-18
479.0593    1.688108e-18
479.1602    1.607448e-18
479.2612    1.605647e-18
479.3621    1.641954e-18
479.4631    1.668063e-18
479.5640    1.651346e-18
479.6650    1.635175e-18
479.7659    1.663931e-18
479.8669    1.622860e-18
479.9678    1.607887e-18
480.0688    1.653876e-18
480.1697    1.681404e-18
480.2706    1.719882e-18
480.3716    1.714487e-18
480.4725    1.649891e-18
480.5735    1.648113e-18
480.6744    1.715019e-18
480.7754    1.743220e-18
480.8763    1.695900e-18
480.9773    1.678562e-18
481.0782    1.706504e-18
481.1792    1.742459e-18
481.2801    1.686025e-18
481.3810    1.588858e-18
481.4820    1.596243e-18
481.5829    1.609497e-18
481.6839    1.625082e-18
481.7848    1.650018e-18
481.8858    1.668271e-18
481.9867    1.612268e-18
482.0877    1.643587e-18
482.1886    1.689308e-18
482.2896    1.659045e-18
482.3905    1.669150e-18
482.4914    1.619402e-18
482.5924    1.639889e-18
482.6933    1.632213e-18
482.7943    1.622250e-18
482.8952    1.634411e-18
482.9962    1.612421e-18
483.0971    1.632752e-18
483.1981    1.696005e-18
483.2990    1.667828e-18
483.4000    1.603710e-18
483.5009    1.603915e-18
483.6018    1.627104e-18
483.7028    1.649868e-18
483.8037    1.664846e-18
483.9047    1.646153e-18
484.0056    1.664431e-18
484.1066    1.660537e-18
484.2075    1.653486e-18
484.3085    1.670145e-18
484.4094    1.640834e-18
484.5104    1.632884e-18
484.6113    1.609776e-18
484.7122    1.608247e-18
484.8132    1.596241e-18
484.9141    1.620336e-18
485.0151    1.619990e-18
485.1160    1.605362e-18
485.2170    1.617423e-18
485.3179    1.620148e-18
485.4189    1.651842e-18
485.5198    1.646125e-18
485.6208    1.622122e-18
485.7217    1.627626e-18
485.8226    1.627611e-18
485.9236    1.622686e-18
486.0245    1.652890e-18
486.1255    1.648537e-18
486.2264    1.584441e-18
486.3274    1.638260e-18
486.4283    1.637131e-18
486.5293    1.666945e-18
486.6302    1.691828e-18
486.7312    1.646351e-18
486.8321    1.590626e-18
486.9330    1.585884e-18
487.0340    1.638230e-18
487.1349    1.633703e-18
487.2359    1.642304e-18
487.3368    1.616645e-18
487.4378    1.676932e-18
487.5387    1.701293e-18
487.6397    1.625314e-18
487.7406    1.604110e-18
487.8416    1.577657e-18
487.9425    1.551037e-18
488.0434    1.631691e-18
488.1444    1.677067e-18
488.2453    1.633818e-18
488.3463    1.626933e-18
488.4472    1.612843e-18
488.5482    1.633531e-18
488.6491    1.622693e-18
488.7501    1.628167e-18
488.8510    1.599531e-18
488.9520    1.598520e-18
489.0529    1.624096e-18
489.1538    1.613174e-18
489.2548    1.693091e-18
489.3557    1.624852e-18
489.4567    1.561755e-18
489.5576    1.618166e-18
489.6586    1.673886e-18
489.7595    1.608789e-18
489.8605    1.577125e-18
489.9614    1.597830e-18
490.0624    1.649215e-18
490.1633    1.606736e-18
490.2642    1.566606e-18
490.3652    1.589554e-18
490.4661    1.589428e-18
490.5671    1.530007e-18
490.6680    1.523105e-18
490.7690    1.529831e-18
490.8699    1.523590e-18
490.9709    1.563566e-18
491.0718    1.582175e-18
491.1728    1.545554e-18
491.2737    1.521551e-18
491.3746    1.496976e-18
491.4756    1.489721e-18
491.5765    1.495350e-18
491.6775    1.468026e-18
491.7784    1.425497e-18
491.8794    1.432965e-18
491.9803    1.418026e-18
492.0813    1.352156e-18
492.1822    1.635259e-18
492.2832    2.373626e-18
492.3841    3.130407e-18
492.4850    3.727185e-18
492.5860    4.289632e-18
492.6869    4.875236e-18
492.7879    5.202035e-18
492.8888    4.965758e-18
492.9898    4.378727e-18
493.0907    3.865663e-18
493.1917    3.375521e-18
493.2926    2.575423e-18
493.3936    1.708665e-18
493.4945    1.410887e-18
493.5954    1.353405e-18
493.6964    1.339416e-18
493.7973    1.373359e-18
493.8983    1.399629e-18
493.9992    1.453210e-18
494.1002    1.440004e-18
494.2011    1.459993e-18
494.3021    1.469405e-18
494.4030    1.493299e-18
494.5040    1.505067e-18
494.6049    1.512323e-18
494.7058    1.583740e-18
494.8068    1.565823e-18
494.9077    1.537228e-18
495.0087    1.562600e-18
495.1096    1.550059e-18
495.2106    1.547982e-18
495.3115    1.497692e-18
495.4125    1.464588e-18
495.5134    1.532163e-18
495.6144    1.511425e-18
495.7153    1.515412e-18
495.8163    1.571176e-18
495.9172    1.541325e-18
496.0181    1.537894e-18
496.1191    1.551820e-18
496.2200    1.549478e-18
496.3210    1.572971e-18
496.4219    1.544479e-18
496.5229    1.563994e-18
496.6238    1.561889e-18
496.7248    1.547176e-18
496.8257    1.555497e-18
496.9267    1.505155e-18
497.0276    1.542591e-18
497.1285    1.590314e-18
497.2295    1.564623e-18
497.3304    1.501726e-18
497.4314    1.497207e-18
497.5323    1.532135e-18
497.6333    1.560675e-18
497.7342    1.555026e-18
497.8352    1.518886e-18
497.9361    1.515876e-18
498.0371    1.553241e-18
498.1380    1.584980e-18
498.2389    1.500662e-18
498.3399    1.446424e-18
498.4408    1.527856e-18
498.5418    1.527168e-18
498.6427    1.479380e-18
498.7437    1.503766e-18
498.8446    1.510460e-18
498.9456    1.515258e-18
499.0465    1.510356e-18
499.1475    1.495028e-18
499.2484    1.540402e-18
499.3493    1.539522e-18
499.4503    1.515037e-18
499.5512    1.518047e-18
499.6522    1.561227e-18
499.7531    1.554911e-18
499.8541    1.537574e-18
499.9550    1.540849e-18
500.0560    1.552984e-18
500.1569    1.555936e-18
500.2579    1.521971e-18
500.3588    1.541493e-18
500.4597    1.539050e-18
500.5607    1.512459e-18
500.6616    1.544810e-18
500.7626    1.562776e-18
500.8635    1.549770e-18
500.9645    1.559328e-18
501.0654    1.526384e-18
501.1664    1.546906e-18
501.2673    1.560006e-18
501.3683    1.565212e-18
501.4692    1.584095e-18
501.5701    1.578085e-18
501.6711    1.590873e-18
501.7720    1.554505e-18
501.8730    1.531082e-18
501.9739    1.612810e-18
502.0749    1.834149e-18
502.1758    2.703832e-18
502.2768    3.910505e-18
502.3777    4.859761e-18
502.4787    5.921840e-18
502.5796    6.864188e-18
502.6805    7.303672e-18
502.7815    6.746028e-18
502.8824    5.620689e-18
502.9834    4.517750e-18
503.0843    3.676208e-18
503.1853    2.755409e-18
503.2862    1.895423e-18
503.3872    1.558668e-18
503.4881    1.565331e-18
503.5891    1.542772e-18
503.6900    1.526944e-18
503.7909    1.527484e-18
503.8919    1.538142e-18
503.9928    1.519087e-18
504.0938    1.545465e-18
504.1947    1.488403e-18
504.2957    1.462525e-18
504.3966    1.527681e-18
504.4976    1.524344e-18
504.5985    1.538237e-18
504.6995    1.499116e-18
504.8004    1.504453e-18
504.9013    1.568271e-18
505.0023    1.600189e-18
505.1032    1.585707e-18
505.2042    1.541998e-18
505.3051    1.543199e-18
505.4061    1.551188e-18
505.5070    1.556408e-18
505.6080    1.555319e-18
505.7089    1.543044e-18
505.8099    1.577995e-18
505.9108    1.566459e-18
506.0117    1.545737e-18
506.1127    1.485634e-18
506.2136    1.486620e-18
506.3146    1.516958e-18
506.4155    1.520055e-18
506.5165    1.526438e-18
506.6174    1.507380e-18
506.7184    1.478597e-18
506.8193    1.503317e-18
506.9203    2.136716e-18
507.0212    4.607739e-18
507.1221    7.873134e-18
507.2231    1.069817e-17
507.3240    1.372327e-17
507.4250    1.678436e-17
507.5259    1.773864e-17
507.6269    1.676320e-17
507.7278    1.407533e-17
507.8288    1.091820e-17
507.9297    8.245510e-18
508.0307    5.556093e-18
508.1316    2.913986e-18
508.2325    1.644765e-18
508.3335    1.561419e-18
508.4344    1.620493e-18
508.5354    1.547602e-18
508.6363    1.509472e-18
508.7373    1.518947e-18
508.8382    1.504441e-18
508.9392    1.478672e-18
509.0401    1.457409e-18
509.1411    1.495378e-18
509.2420    1.445736e-18
509.3429    1.491477e-18
509.4439    1.449770e-18
509.5448    1.434459e-18
509.6458    1.521268e-18
509.7467    1.547102e-18
509.8477    1.505046e-18
509.9486    1.489344e-18
510.0496    1.535557e-18
510.1505    1.545218e-18
510.2515    1.552318e-18
510.3524    1.520933e-18
510.4533    1.498522e-18
510.5543    1.510107e-18
510.6552    1.505513e-18
510.7562    1.476218e-18
510.8571    1.505990e-18
510.9581    1.524626e-18
511.0590    1.475504e-18
511.1600    1.462461e-18
511.2609    1.474510e-18
511.3619    1.506885e-18
511.4628    1.501658e-18
511.5637    1.488748e-18
511.6647    1.496936e-18
511.7656    1.482962e-18
511.8666    1.509590e-18
511.9675    1.468154e-18
512.0685    1.470057e-18
512.1694    1.520977e-18
512.2704    1.553588e-18
512.3713    1.527811e-18
512.4723    1.465911e-18
512.5732    1.484152e-18
512.6741    1.513829e-18
512.7751    1.475482e-18
512.8760    1.468900e-18
512.9770    1.498583e-18
513.0779    1.517441e-18
513.1789    1.511365e-18
513.2798    1.490602e-18
513.3808    1.438779e-18
513.4817    1.495303e-18
513.5827    1.545609e-18
513.6836    1.469874e-18
513.7845    1.461509e-18
513.8855    1.438783e-18
513.9864    1.495519e-18
514.0874    1.477378e-18
514.1883    1.484252e-18
514.2893    1.550229e-18
514.3902    1.538428e-18
514.4912    1.505326e-18
514.5921    1.481534e-18
514.6931    1.477227e-18
514.7940    1.441785e-18
514.8949    1.454591e-18
514.9959    1.497662e-18
515.0968    1.467959e-18
515.1978    1.445792e-18
515.2987    1.461587e-18
515.3997    1.436215e-18
515.5006    1.431987e-18
515.6016    1.460818e-18
515.7025    1.486925e-18
515.8035    1.484309e-18
515.9044    1.433509e-18
516.0053    1.407284e-18
516.1063    1.463775e-18
516.2072    1.475867e-18
516.3082    1.433867e-18
516.4091    1.454075e-18
516.5101    1.439487e-18
516.6110    1.428414e-18
516.7120    1.507983e-18
516.8129    1.519134e-18
516.9139    1.468635e-18
517.0148    1.436415e-18
517.1157    1.501378e-18
517.2167    1.507291e-18
517.3176    1.427352e-18
517.4186    1.457198e-18
517.5195    1.425652e-18
517.6205    1.426801e-18
517.7214    1.426069e-18
517.8224    1.440756e-18
517.9233    1.480544e-18
518.0243    1.433880e-18
518.1252    1.448288e-18
518.2261    1.475939e-18
518.3271    1.479090e-18
518.4280    1.433440e-18
518.5290    1.427984e-18
518.6299    1.487500e-18
518.7309    1.458705e-18
518.8318    1.472722e-18
518.9328    1.480903e-18
519.0337    1.476106e-18
519.1347    1.450800e-18
519.2356    1.438013e-18
519.3365    1.461440e-18
519.4375    1.432855e-18
519.5384    1.413872e-18
519.6394    1.417467e-18
519.7403    1.463914e-18
519.8413    1.437765e-18
519.9422    1.454581e-18
520.0432    1.476531e-18
520.1441    1.448237e-18
520.2451    1.406096e-18
520.3460    1.437289e-18
520.4469    1.398851e-18
520.5479    1.385693e-18
520.6488    1.448364e-18
520.7498    1.448443e-18
520.8507    1.477941e-18
520.9517    1.447328e-18
521.0526    1.430035e-18
521.1536    1.436230e-18
521.2545    1.413545e-18
521.3555    1.405519e-18
521.4564    1.403738e-18
521.5573    1.397160e-18
521.6583    1.402137e-18
521.7592    1.384092e-18
521.8602    1.337624e-18
521.9611    1.389701e-18
522.0621    1.412254e-18
522.1630    1.375266e-18
522.2640    1.394425e-18
522.3649    1.405366e-18
522.4659    1.453181e-18
522.5668    1.466483e-18
522.6677    1.467000e-18
522.7687    1.470662e-18
522.8696    1.443813e-18
522.9706    1.480487e-18
523.0715    1.473348e-18
523.1725    1.444801e-18
523.2734    1.446774e-18
523.3744    1.417665e-18
523.4753    1.388767e-18
523.5763    1.340690e-18
523.6772    1.339823e-18
523.7781    1.386794e-18
523.8791    1.355696e-18
523.9800    1.351580e-18
524.0810    1.364833e-18
524.1819    1.345624e-18
524.2829    1.323835e-18
524.3838    1.348514e-18
524.4848    1.335048e-18
524.5857    1.322145e-18
524.6867    1.348360e-18
524.7876    1.422489e-18
524.8885    1.410739e-18
524.9895    1.357806e-18
525.0904    1.391186e-18
525.1914    1.407956e-18
525.2923    1.377718e-18
525.3933    1.336684e-18
525.4942    1.353080e-18
525.5952    1.372655e-18
525.6961    1.383375e-18
525.7971    1.345482e-18
525.8980    1.320383e-18
525.9989    1.325000e-18
526.0999    1.384577e-18
526.2008    1.361002e-18
526.3018    1.328919e-18
526.4027    1.385374e-18
526.5037    1.412789e-18
526.6046    1.445692e-18
526.7056    1.411782e-18
526.8065    1.437117e-18
526.9075    1.432801e-18
527.0084    1.402765e-18
527.1093    1.404950e-18
527.2103    1.367622e-18
527.3112    1.373137e-18
527.4122    1.368521e-18
527.5131    1.349514e-18
527.6141    1.365151e-18
527.7150    1.353546e-18
527.8160    1.347272e-18
527.9169    1.299129e-18
528.0179    1.298713e-18
528.1188    1.288449e-18
528.2197    1.327503e-18
528.3207    1.396519e-18
528.4216    1.394844e-18
528.5226    1.414138e-18
528.6235    1.376416e-18
528.7245    1.337174e-18
528.8254    1.447616e-18
528.9264    1.383409e-18
529.0273    1.344441e-18
529.1283    1.414084e-18
529.2292    1.353566e-18
529.3301    1.351112e-18
529.4311    1.375052e-18
